alr_comp1,alr_comp2,coord_x,coord_y,profund_inf,profund_sup,relevo_elevacao,prop1_areia,prop2_argila,prop3_silte
1.0498221244986776,1.1895840668738364,-46.9166666666667,-19.6666666666667,20.0,0.0,1120,0.4,0.46,0.14
1.1260112628562242,1.4469189829363254,-46.9166666666667,-19.6666666666667,70.0,20.0,1120,0.37,0.51,0.12
1.3609765531356006,1.62924053973028,-46.9166666666667,-19.6666666666667,115.0,70.0,1120,0.39,0.51,0.1
1.4663370687934272,1.7540191412452082,-46.9166666666667,-19.6666666666667,170.0,115.0,1120,0.39,0.52,0.09
1.2809338454620642,1.6863989535702288,-46.9166666666667,-19.6666666666667,195.0,170.0,1120,0.36,0.54,0.1
1.6357552207514738,-0.6286086594223742,-46.9003313205324,-19.483645212943,30.0,0.0,850,0.77,0.08,0.15
1.0033021088637848,-0.20067069546215124,-46.9003313205324,-19.483645212943,140.0,30.0,850,0.6,0.18,0.22
0.7404000654104909,-2.0476928433652555,-46.9003313205324,-19.483645212943,190.0,140.0,850,0.65,0.04,0.31
-1.1921383466789333,-0.7295148247308202,-46.9,-18.9833333333333,30.0,0.0,931,0.17,0.27,0.56
-0.27029032973991185,-0.14107859825990549,-46.9,-18.9833333333333,70.0,30.0,931,0.29,0.33,0.38
1.2299482907291965,-0.17185025692665928,-46.9,-18.9833333333333,90.0,70.0,931,0.65,0.16,0.19
0.12260232209233228,0.7963314167951762,-49.3166666666667,-19.8,25.0,0.0,1170,0.26,0.51,0.23
-0.21130909366720677,1.0826119473216687,-49.3166666666667,-19.8,70.0,40.0,1170,0.17,0.62,0.21
-0.4054651081081643,1.6094379124341003,-46.6833333333333,-18.5,25.0,0.0,1030,0.1,0.75,0.15
0,2.209494669928034,-46.6833333333333,-18.5,60.0,25.0,1030,0.09,0.82,0.09
0.251314428280906,2.4849066497880004,-46.6833333333333,-18.5,100.0,60.0,1030,0.09,0.84,0.07
-2.2617630984737906,-0.02105340919783238,-45.8836184954784,-18.5836321114547,10.0,0.0,750,0.05,0.47,0.48
2.3581549441488563,0.998528830111127,-45.8836184954784,-18.5836321114547,60.0,10.0,750,0.74,0.19,0.07
2.1972245773362196,0.9162907318741551,-45.8836184954784,-18.5836321114547,100.0,60.0,750,0.72,0.2,0.08
2.001480000210124,0.47000362924573547,-46.0833333333333,-18.6166666666667,28.0,0.0,850,0.74,0.16,0.1
1.9061698204057993,0.31015492830383945,-46.0833333333333,-18.6166666666667,55.0,28.0,850,0.74,0.15,0.11
1.6835458845878222,0.26826398659467937,-46.0833333333333,-18.6166666666667,95.0,55.0,850,0.7,0.17,0.13
-1.8191584434161694,0.4321333551903256,-46.05,-18.6833333333333,24.0,0.0,770,0.06,0.57,0.37
-1.845826690498331,0.38776553100876354,-46.05,-18.6833333333333,50.0,24.0,770,0.06,0.56,0.38
-0.916290731874155,-0.5108256237659907,-46.1666666666667,-19.7833333333333,25.0,0.0,970,0.2,0.3,0.5
-1.540445040947149,0.15415067982725836,-46.1666666666667,-19.7833333333333,70.0,25.0,970,0.09,0.49,0.42
-0.44183275227903934,1.7047480922384253,-46.6,-18.6666666666667,25.0,0.0,870,0.09,0.77,0.14
-0.8266785731844678,1.5712166996139025,-46.6,-18.6666666666667,60.0,25.0,870,0.07,0.77,0.16
-0.6931471805599453,1.7303905228517629,-46.6,-18.6666666666667,100.0,60.0,870,0.07,0.79,0.14
0.10008345855698243,1.1499055830556602,-46.6,-19.55,20.0,0.0,950,0.21,0.6,0.19
0.27193371548364176,1.3705460041517514,-46.6,-19.55,40.0,20.0,950,0.21,0.63,0.16
0.05406722127027579,1.252762968495368,-46.6,-19.55,100.0,40.0,950,0.19,0.63,0.18
0.14310084364067324,1.7117167615545186,-46.3,-18.65,20.0,0.0,NA,0.15,0.72,0.13
0.49247648509779407,1.8647846042429448,-46.3,-18.65,100.0,80.0,NA,0.18,0.71,0.11
-0.11332868530700324,0.5179430915348545,-46.2666666666667,-18.6833333333333,40.0,0.0,980,0.25,0.47,0.28
0.998528830111127,1.232143681292632,-46.2666666666667,-18.6833333333333,100.0,40.0,980,0.38,0.48,0.14
-0.04445176257083392,0.8718389693033212,-46.2666666666667,-18.6833333333333,130.0,100.0,980,0.22,0.55,0.23
-0.3150810466398952,-0.027398974188114503,-46.25,-18.6833333333333,60.0,0.0,950,0.27,0.36,0.37
1.6894806201076369,0.6505875661411494,-46.1166666666667,-18.6833333333333,20.0,0.0,800,0.65,0.23,0.12
-1.0459685551826876,0.3011050927839216,-47.3666666666667,-18.6,25.0,0.0,900,0.13,0.5,0.37
-0.8472978603872036,0.3566749439387324,-47.3666666666667,-18.6,100.0,60.0,900,0.15,0.5,0.35
0.624154309072994,1.33500106673234,-46.55,-19.5666666666667,20.0,0.0,940,0.28,0.57,0.15
0.6931471805599453,1.5459245067117744,-46.55,-19.5666666666667,40.0,20.0,940,0.26,0.61,0.13
0.810930216216329,1.6259672143853108,-46.55,-19.5666666666667,100.0,40.0,940,0.27,0.61,0.12
-0.6325225587435105,0.46608972992459924,-46.1666666666667,-18.8833333333333,15.0,0.0,960,0.17,0.51,0.32
-0.950976289862045,-0.12062798778861475,-46.1666666666667,-18.8833333333333,40.0,15.0,960,0.17,0.39,0.44
-1.3862943611198906,1.6094379124341003,-46.6166666666667,-18.9166666666667,25.0,0.0,850,0.04,0.8,0.16
-1.2039728043259361,2.163323025660538,-46.6166666666667,-18.9166666666667,100.0,60.0,850,0.03,0.87,0.1
-0.587786664902119,2.257122718917288,-46.6,-19.1333333333333,20.0,0.0,1208,0.05,0.86,0.09
-0.1335313926245225,2.3632097148104805,-46.6,-19.1333333333333,60.0,20.0,1208,0.07,0.85,0.08
-0.1335313926245225,2.3632097148104805,-46.6,-19.1333333333333,100.0,60.0,1208,0.07,0.85,0.08
-0.21511137961694543,0.35020242943311497,-46.25,-18.9333333333333,20.0,0.0,1060,0.25,0.44,0.31
-0.31845373111853476,0.26469255422708216,-46.25,-18.9333333333333,50.0,20.0,1060,0.24,0.43,0.33
-0.8232003088081431,0,-46.1666666666667,-18.9833333333333,30.0,0.0,1040,0.18,0.41,0.41
0.26826398659467937,1.6835458845878222,-46.1666666666667,-18.9833333333333,70.0,30.0,1040,0.17,0.7,0.13
-0.4769240720903093,0.6029960835656479,-46.1666666666667,-18.9833333333333,110.0,70.0,1040,0.18,0.53,0.29
1.2851982442485217,1.1239300966523995,-45.9166666666667,-19.2,20.0,0.0,1025,0.47,0.4,0.13
-0.49247648509779407,0.15415067982725836,-45.9166666666667,-19.2,40.0,20.0,1025,0.22,0.42,0.36
1.3652409519220583,1.2286654169163074,-45.9166666666667,-19.2,60.0,40.0,1025,0.47,0.41,0.12
-2.5649493574615367,0.3968813644167728,-46.0333333333333,-19.4833333333333,10.0,0.0,1000,0.03,0.58,0.39
-2.5902671654458267,0.35417181372061374,-46.0333333333333,-19.4833333333333,40.0,20.0,1000,0.03,0.57,0.4
1.5621850275835547,0.6539264674066639,-46.4,-19.7666666666667,40.0,0.0,1140,0.62,0.25,0.13
0.9473813189441862,0.5212969236332861,-45.45,-17.8666666666667,10.0,0.0,800,0.49,0.32,0.19
1.0761394328160512,1.0055218656020977,-45.45,-17.8666666666667,20.0,10.0,800,0.44,0.41,0.15
1.717651497074333,2.043073897508961,-45.45,-17.8666666666667,45.0,20.0,800,0.39,0.54,0.07
2.0541237336955462,2.415913778301049,-45.45,-17.8666666666667,126.0,45.0,800,0.39,0.56,0.05
1.845826690498331,2.2335922215070942,-45.45,-17.8666666666667,190.0,128.0,800,0.38,0.56,0.06
3.7495040759303713,1.8718021769015913,-45.6,-18,15.0,0.0,700,0.85,0.13,0.02
4.430816798843313,2.70805020110221,-45.6,-18,40.0,15.0,700,0.84,0.15,0.01
3.713572066704308,2.0794415416798357,-45.6,-18,65.0,40.0,700,0.82,0.16,0.02
3.283414346005772,1.7346010553881064,-45.6,-18,105.0,65.0,700,0.8,0.17,0.03
3.270835563798912,1.791759469228055,-45.6,-18,165.0,105.0,700,0.79,0.18,0.03
2.970414465569701,1.5040773967762742,-45.6,-18,185.0,165.0,700,0.78,0.18,0.04
-1.0033021088637848,0.676340062243564,-46.5,-18.6,25.0,0.0,820,0.11,0.59,0.3
-0.8602012652231115,0.8850381883700505,-46.5,-18.6,100.0,60.0,820,0.11,0.63,0.26
-0.37156355643248296,0.5645298027378518,-46.3333333333333,-18.5666666666667,17.0,0.0,850,0.2,0.51,0.29
-1.0498221244986776,1.2947271675944,-46.3666666666667,-19.2,20.0,0.0,850,0.07,0.73,0.2
-1.1526795099383855,1.3730491343698699,-46.3666666666667,-19.2,40.0,20.0,850,0.06,0.75,0.19
-1.1526795099383855,1.3730491343698699,-46.3666666666667,-19.2,100.0,40.0,850,0.06,0.75,0.19
1.3397743454849977,1.452252328911688,-46.85,-19.3833333333333,25.0,0.0,900,0.42,0.47,0.11
1.3862943611198906,1.4087672169719492,-46.85,-19.3833333333333,40.0,20.0,900,0.44,0.45,0.11
1.6582280766035324,1.8325814637483102,-46.85,-19.3833333333333,100.0,40.0,900,0.42,0.5,0.08
-0.8754687373538999,1.9339339580085977,-46.2833333333333,-18.6,15.0,0.0,960,0.05,0.83,0.12
-0.40546510810816444,2.245426679154097,-46.2833333333333,-18.6,40.0,15.0,960,0.06,0.85,0.09
-0.1541506798272585,2.5199979695992702,-46.2833333333333,-18.6,90.0,40.0,960,0.06,0.87,0.07
-0.2876820724517809,2.3749057545736716,-46.2833333333333,-18.6,130.0,90.0,960,0.06,0.86,0.08
-0.587786664902119,2.257122718917288,-46.2833333333333,-18.6,200.0,130.0,960,0.05,0.86,0.09
0,1.6376087894007967,-46.85,-19.2166666666667,20.0,0.0,850,0.14,0.72,0.14
0.06899287148695142,1.6236225474260566,-46.85,-19.2166666666667,50.0,20.0,850,0.15,0.71,0.14
0.13353139262452257,1.6094379124341003,-46.85,-19.2166666666667,120.0,50.0,850,0.16,0.7,0.14
-1.6739764335716716,1.6218604324326575,-46.05,-18.6333333333333,20.0,0.0,800,0.03,0.81,0.16
-1.7346010553881064,1.5488132906176655,-46.05,-18.6333333333333,35.0,20.0,800,0.03,0.8,0.17
-1.3862943611198906,1.6094379124341003,-46.05,-18.6333333333333,70.0,35.0,800,0.04,0.8,0.16
-1.3862943611198906,1.6094379124341003,-46.05,-18.6333333333333,200.0,70.0,800,0.04,0.8,0.16
0,0.02985296314968113,-45.45,-18.2333333333333,20.0,0.0,730,0.33,0.34,0.33
-0.78845736036427,-0.20067069546215124,-45.45,-18.2333333333333,60.0,20.0,730,0.2,0.36,0.44
0.216223108469636,0.18805223150293962,-47.7670343517641,-18.7669651531875,30.0,0.0,900,0.36,0.35,0.29
-0.3610133455373305,0.28768207245178085,-47.7670343517641,-18.7669651531875,75.0,30.0,900,0.23,0.44,0.33
-0.3930425881096072,-0.19237189264745613,-47.7670343517641,-18.7669651531875,110.0,75.0,900,0.27,0.33,0.4
-0.20972053098206914,-0.11441035117774409,-47.95,-18.6,25.0,0.0,850,0.3,0.33,0.37
0,-0.060624621816434854,-47.95,-18.6,60.0,25.0,850,0.34,0.32,0.34
0.08515780834030677,-2.0149030205422647,-47.95,-18.6,100.0,60.0,850,0.49,0.06,0.45
-0.9760099665757772,-2.6246685921631587,-47.2166666666667,-19.6166666666667,20.0,5.0,1050,0.26,0.05,0.69
-1.6094379124341005,-2.9957322735539913,-47.2166666666667,-19.6166666666667,40.0,20.0,1050,0.16,0.04,0.8
0.5947071077466927,1.2347444629926896,-46.9833333333333,-19.5666666666667,20.0,0.0,940,0.29,0.55,0.16
0.44628710262841953,1.3049487216659381,-46.9833333333333,-19.5666666666667,80.0,60.0,940,0.25,0.59,0.16
-1.4663370687934272,1.8658674413817768,-47.3166666666667,-19.6333333333333,20.0,0.0,1150,0.03,0.84,0.13
-1.3862943611198906,2.4203681286504293,-47.3166666666667,-19.6333333333333,90.0,70.0,1150,0.02,0.9,0.08
-0.20067069546215124,1.9841313618755112,-47.5166666666667,-19.65,20.0,0.0,1030,0.09,0.8,0.11
0.20067069546215124,2.184802057337662,-47.5166666666667,-19.65,80.0,60.0,1030,0.11,0.8,0.09
-0.6931471805599453,2.1400661634962708,-47.3,-19.85,80.0,60.0,1150,0.05,0.85,0.1
-0.5232481437645479,0.7472144018302209,-47.4333333333333,-19.85,20.0,0.0,980,0.16,0.57,0.27
-0.6505875661411494,1.0388930539664876,-47.4333333333333,-19.85,80.0,60.0,980,0.12,0.65,0.23
-0.5389965007326869,1.9095425048844386,-46.6166666666667,-18.8,17.0,0.0,780,0.07,0.81,0.12
-0.6190392084062235,1.8044984950054848,-46.6166666666667,-18.8,36.0,17.0,780,0.0707070707070707,0.797979797979798,0.13131313131313133
-0.6931471805599453,1.9218125974762528,-46.6166666666667,-18.8,95.0,36.0,780,0.06,0.82,0.12
-0.4054651081081643,1.8971199848858813,-46.6166666666667,-18.8,185.0,95.0,780,0.08,0.8,0.12
-0.6151856390902334,0.1502822030493379,-47.9333333333333,-19.0666666666667,25.0,0.0,700,0.2,0.43,0.37
0.7357067949787413,0.2318016140573242,-47.75,-18.7666666666667,30.0,0.0,890,0.48,0.29,0.23
0.7146533857809088,0.2657031657330055,-47.75,-18.7666666666667,70.0,50.0,890,0.47,0.3,0.23
0.3764775712349122,-0.9162907318741549,-47.75,-18.7666666666667,130.0,110.0,890,0.51,0.14,0.35
0.8109302162163288,2.224623551524334,-47.6833333333333,-18.9166666666667,20.0,0.0,960,0.18,0.74,0.08
0.6359887667199968,2.1068405158679506,-47.6833333333333,-18.9166666666667,90.0,70.0,960,0.17,0.74,0.09
-1.0116009116784799,2.044755983691946,-47.45,-19.3666666666667,20.0,0.0,1020,0.04,0.85,0.11
-0.9162907318741551,2.151762203259462,-47.45,-19.3666666666667,80.0,60.0,1020,0.04,0.86,0.1
0.723918839226699,1.1592369104845446,-47.0003358414529,-19.5503127998517,10.0,0.0,820,0.33,0.51,0.16
0.8266785731844679,1.349926716949016,-47.0003358414529,-19.5503127998517,27.0,10.0,820,0.32,0.54,0.14
0.7576857016975165,1.262241712449912,-47.0003358414529,-19.5503127998517,54.0,27.0,820,0.32,0.53,0.15
0.661398482245365,1.1977031913123406,-47.0003358414529,-19.5503127998517,134.0,54.0,820,0.31,0.53,0.16
0.7576857016975165,1.262241712449912,-47.0003358414529,-19.5503127998517,174.0,134.0,820,0.32,0.53,0.15
0.35282137462274227,0.35282137462274227,-47.7833333333333,-18.5666666666667,20.0,0.0,650,0.37,0.37,0.26
-0.28768207245178107,0.5996211225491218,-47.7833333333333,-18.5666666666667,70.0,50.0,650,0.21,0.51,0.28
-0.1670540846631662,-0.3313571359544425,-47.7833333333333,-18.5666666666667,120.0,110.0,650,0.33,0.28,0.39
0,1.739115735742633,-47.5,-19.6666666666667,10.0,0.0,1000,0.13,0.74,0.13
0.6190392084062234,2.436116485618568,-47.5,-19.6666666666667,24.0,10.0,1000,0.13,0.8,0.07
0.4519851237430572,2.4608090982089394,-47.5,-19.6666666666667,60.0,24.0,1000,0.11,0.82,0.07
0.6061358035703156,2.627081138568543,-47.5,-19.6666666666667,135.0,60.0,1000,0.11,0.83,0.06
-0.1823215567939546,1.8718021769015916,-47.5,-19.6666666666667,165.0,135.0,1000,0.1,0.78,0.12
0.3184537311185346,2.315007612992603,-47.5,-19.6666666666667,192.0,165.0,1000,0.11,0.81,0.08
-0.4054651081081643,1.8971199848858813,-47.1333333333333,-18.3166666666667,20.0,0.0,750,0.08,0.8,0.12
-0.4054651081081643,1.8971199848858813,-47.1333333333333,-18.3166666666667,60.0,40.0,750,0.08,0.8,0.12
0.1112256351102244,-0.19415601444095737,-47.45,-18.6666666666667,40.0,30.0,800,0.38,0.28,0.34
3.0204248861443626,1.252762968495368,-45.9166666666667,-17.9666666666667,120.0,100.0,880,0.82,0.14,0.04
-0.7731898882334818,1.829499797210902,-47.3833333333333,-19.4833333333333,20.0,0.0,1050,0.06,0.81,0.13
-0.4519851237430571,2.0088239744658827,-47.3833333333333,-19.4833333333333,40.0,20.0,1050,0.07,0.82,0.11
-0.4700036292457356,2.386466576974748,-47.3833333333333,-19.4833333333333,100.0,40.0,1050,0.05,0.87,0.08
1.1741198411762548,0.4989911661189879,-46.95,-19.3,10.0,0.0,900,0.55,0.28,0.17
