alr_comp1,alr_comp2,coord_x,coord_y,profund_inf,profund_sup,relevo_elevacao,prop1_areia,prop2_argila,prop3_silte
0.4554755286828257,0.23841102344499815,-46.95,-19.3,30.0,10.0,900,0.41,0.33,0.26
0.14660347419187544,1.133098464739279,-46.85,-19.1833333333333,20.0,0.0,850,0.22,0.59,0.19
0.3184537311185346,1.3545456628053103,-46.85,-19.1833333333333,50.0,30.0,850,0.22,0.62,0.16
0.3364722366212129,1.4508328822574619,-46.85,-19.1833333333333,90.0,60.0,850,0.21,0.64,0.15
-0.32542240043462783,1.3437347467010947,-47.5833333333333,-19.6833333333333,20.0,0.0,850,0.13,0.69,0.18
-0.3794896217049037,1.2750687260096663,-47.5833333333333,-19.6833333333333,50.0,30.0,850,0.13,0.68,0.19
-0.2682639865946794,1.4152818979931427,-47.5833333333333,-19.6833333333333,100.0,60.0,850,0.13,0.7,0.17
0.8266785731844679,0.3894647667617233,-47.7333333333333,-18.7166666666667,25.0,0.0,750,0.48,0.31,0.21
0.879249460193806,0.127833371509885,-47.7333333333333,-18.7166666666667,60.0,25.0,750,0.53,0.25,0.22
0.6523251860396901,0.0769610411361284,-47.7333333333333,-18.7166666666667,100.0,60.0,750,0.48,0.27,0.25
0.21130909366720677,-0.34830669426821587,-46.8666666666667,-18.85,20.0,0.0,1000,0.42,0.24,0.34
0.12136085700426734,0.09237332013101526,-46.8666666666667,-18.85,60.0,40.0,1000,0.35,0.34,0.31
0,2.0794415416798357,-46.2666666666667,-19.45,120.0,100.0,1070,0.1,0.8,0.1
-0.3566749439387323,2.116255514802552,-46.3,-19.4333333333333,20.0,0.0,1120,0.07,0.83,0.1
-0.5108256237659907,2.128231705849268,-46.3,-19.4333333333333,40.0,20.0,1120,0.06,0.84,0.1
-0.2876820724517809,2.3749057545736716,-46.3,-19.4333333333333,100.0,40.0,1120,0.06,0.86,0.08
0.15415067982725836,1.8191584434161694,-46.2169678855171,-19.4169786324662,10.0,0.0,NA,0.14,0.74,0.12
0,1.9588135538912212,-46.2169678855171,-19.4169786324662,27.0,10.0,NA,0.11,0.78,0.11
-0.6931471805599453,2.1400661634962708,-46.2169678855171,-19.4169786324662,66.0,27.0,NA,0.05,0.85,0.1
0,2.3513752571634776,-46.2169678855171,-19.4169786324662,132.0,66.0,NA,0.08,0.84,0.08
-0.8754687373538999,1.9339339580085977,-46.2169678855171,-19.4169786324662,210.0,132.0,NA,0.05,0.83,0.12
0,0.9343092373768336,-47.7333333333333,-18.7166666666667,20.0,0.0,920,0.22,0.56,0.22
0.2578291093020997,1.2776605201170952,-47.7333333333333,-18.7166666666667,50.0,20.0,920,0.22,0.61,0.17
0.3566749439387324,1.550597412411167,-47.7333333333333,-18.7166666666667,100.0,50.0,920,0.2,0.66,0.14
-1.0116009116784799,2.044755983691946,-47.1,-18.4,20.0,0.0,870,0.04,0.85,0.11
-0.5596157879354228,2.5427262206768266,-47.1,-18.4,100.0,60.0,870,0.04,0.89,0.07
-0.40546510810816444,1.3581234841531944,-46.1333333333333,-19.25,20.0,0.0,1130,0.12,0.7,0.18
-0.5108256237659907,2.128231705849268,-46.1333333333333,-19.25,90.0,70.0,1130,0.06,0.84,0.1
1.742969305058623,2.0243817644968085,-45.4166666666667,-17.9333333333333,20.0,0.0,900,0.4,0.53,0.07
2.1102132003465894,2.7568403652716422,-45.4166666666667,-17.9333333333333,90.0,60.0,900,0.33,0.63,0.04
NA,NA,-43.5,-18.1,20.0,0.0,720,NA,NA,NA
1.540445040947149,1.6945957207744073,-45.45,-17.8833333333333,20.0,0.0,900,0.42,0.49,0.09
1.916922612182061,2.501435951739211,-45.45,-17.8833333333333,90.0,60.0,900,0.34,0.61,0.05
-0.1541506798272585,2.5199979695992702,-47.2833333333333,-19.7166666666667,100.0,70.0,1140,0.06,0.87,0.07
-1.4663370687934272,1.8658674413817768,-46.0166666666667,-19.25,10.0,0.0,1080,0.03,0.84,0.13
-0.1335313926245225,2.3632097148104805,-46.0166666666667,-19.25,27.0,10.0,1080,0.07,0.85,0.08
-0.5108256237659907,2.128231705849268,-46.0166666666667,-19.25,57.0,25.0,1080,0.06,0.84,0.1
-0.5108256237659907,2.128231705849268,-46.0166666666667,-19.25,113.0,57.0,1080,0.06,0.84,0.1
-0.6931471805599453,2.7191000372887952,-46.0166666666667,-19.25,164.0,113.0,1080,0.03,0.91,0.06
-0.5596157879354228,2.5427262206768266,-46.0166666666667,-19.25,196.0,164.0,1080,0.04,0.89,0.07
-2.5649493574615367,0.3968813644167728,-47.4666666666667,-18.6833333333333,10.0,0.0,810,0.03,0.58,0.39
-2.5902671654458267,0.35417181372061374,-47.4666666666667,-18.6833333333333,40.0,20.0,810,0.03,0.57,0.4
0.6418538861723947,-0.8362480242006186,-47.4333333333333,-18.5666666666667,15.0,0.0,870,0.57,0.13,0.3
0.1267517056391438,-0.5663954749208014,-47.4333333333333,-18.5666666666667,67.0,15.0,870,0.42,0.21,0.37
3.283414346005772,1.7346010553881064,NA,NA,20.0,0.0,NA,0.8,0.17,0.03
2.9041650800285006,1.749199854809259,NA,NA,90.0,70.0,NA,0.73,0.23,0.04
0.20585205420414882,-0.46430560813109767,-45.2876112566935,-18.1875103459276,10.0,0.0,660,0.43,0.22,0.35
-0.05264373348542203,-0.48550781578170094,-45.2876112566935,-18.1875103459276,20.0,10.0,660,0.37,0.24,0.39
0,-0.4595323293784402,-45.2876112566935,-18.1875103459276,50.0,20.0,660,0.38,0.24,0.38
-0.05264373348542203,-0.48550781578170094,-45.2876112566935,-18.1875103459276,120.0,50.0,660,0.37,0.24,0.39
-0.3101549283038396,-0.8109302162163288,-45.2876112566935,-18.1875103459276,135.0,120.0,660,0.336734693877551,0.20408163265306123,0.45918367346938777
-0.4578330936254803,-0.8960880245566356,-45.2876112566935,-18.1875103459276,165.0,135.0,660,0.31,0.2,0.49
NA,NA,-45.2876112566935,-18.1875103459276,200.0,165.0,660,NA,NA,NA
0.4054651081081642,1.5353299402803784,-47.0666666666667,-20.1666666666667,20.0,0.0,1120,0.21,0.65,0.14
0.45953232937844024,1.749199854809259,-47.0666666666667,-20.1666666666667,40.0,20.0,1120,0.19,0.69,0.12
-0.25131442828090594,2.2335922215070942,-47.0666666666667,-20.1666666666667,100.0,40.0,1120,0.07,0.84,0.09
0.6390799592896695,0.8622235106038793,-47.6833333333333,-19.1,20.0,0.0,920,0.36,0.45,0.19
0.7503055943998937,1.0169342576538423,-47.6833333333333,-19.1,50.0,20.0,920,0.36,0.47,0.17
0.7221347174331975,1.0379876668516748,-47.6833333333333,-19.1,100.0,50.0,920,0.35,0.48,0.17
-0.2411620568168881,1.6784307839210517,-47.2833333333333,-18.2333333333333,20.0,0.0,860,0.11,0.75,0.14
0.26236426446749106,2.0412203288596382,-47.2833333333333,-18.2333333333333,60.0,20.0,860,0.13,0.77,0.1
0.3184537311185346,2.315007612992603,-47.2833333333333,-18.2333333333333,100.0,60.0,860,0.11,0.81,0.08
-0.44183275227903934,1.7047480922384253,-46.15,-19.4,20.0,0.0,1190,0.09,0.77,0.14
-0.44183275227903934,1.7047480922384253,-46.15,-19.4,90.0,70.0,1190,0.09,0.77,0.14
-1.4350845252893225,0.13353139262452257,-45.75,-18.2333333333333,20.0,0.0,760,0.1,0.48,0.42
2.3978952727983707,0.8266785731844679,-46,-18.4,25.0,0.0,880,0.77,0.16,0.07
2.1972245773362196,0.9162907318741551,-46,-18.4,60.0,35.0,880,0.72,0.2,0.08
0.22314355131420976,2.327277705584417,-47.1666666666667,-20.7666666666667,100.0,70.0,1045,0.1,0.82,0.08
-0.3364722366212129,2.531426665422893,-47.5166666666667,-19.1833333333333,100.0,60.0,1020,0.05,0.88,0.07
1.7147984280919266,1.5163474893680884,-45.9833333333333,-18.4,20.0,0.0,880,0.5,0.41,0.09
1.9661128563728327,1.815289966638249,-45.9833333333333,-18.4,90.0,60.0,880,0.5,0.43,0.07
-0.2876820724517809,1.8845412026790214,-47.5833333333333,-19.0166666666667,10.0,0.0,1010,0.09,0.79,0.12
0,2.209494669928034,-47.5833333333333,-19.0166666666667,25.0,10.0,1010,0.09,0.82,0.09
-0.25131442828090594,2.2335922215070942,-47.5833333333333,-19.0166666666667,40.0,25.0,1010,0.07,0.84,0.09
-0.1335313926245225,2.3632097148104805,-47.5833333333333,-19.0166666666667,75.0,40.0,1010,0.07,0.85,0.08
0,2.5084371471981943,-47.5833333333333,-19.0166666666667,95.0,75.0,1010,0.07,0.86,0.07
0,2.5084371471981943,-47.5833333333333,-19.0166666666667,220.0,95.0,1010,0.07,0.86,0.07
0,2.5084371471981943,-47.5833333333333,-19.0166666666667,300.0,220.0,1010,0.07,0.86,0.07
-0.1053605156578264,2.0918640616783932,-47.6,-18.9666666666667,15.0,0.0,1000,0.09,0.81,0.1
-0.3184537311185346,1.9965538818740682,-47.6,-18.9666666666667,35.0,15.0,1000,0.08,0.81,0.11
-0.25131442828090594,2.2335922215070942,-47.6,-18.9666666666667,55.0,35.0,1000,0.07,0.84,0.09
-0.25131442828090594,2.2335922215070942,-47.6,-18.9666666666667,75.0,55.0,1000,0.07,0.84,0.09
-0.40546510810816444,2.245426679154097,-47.6,-18.9666666666667,120.0,75.0,1000,0.06,0.85,0.09
-0.587786664902119,2.257122718917288,-47.6,-18.9666666666667,195.0,120.0,1000,0.05,0.86,0.09
-0.587786664902119,2.257122718917288,-47.6,-18.9666666666667,295.0,195.0,1000,0.05,0.86,0.09
-0.20067069546215124,1.9841313618755112,NA,NA,20.0,0.0,1260,0.09,0.8,0.11
0.287682072451781,2.662587827025453,NA,NA,80.0,60.0,1260,0.08,0.86,0.06
1.167605160155061,1.0745147370890489,-45.9833333333333,-19.2333333333333,25.0,0.0,1090,0.45,0.41,0.14
1.2909841813155658,1.493925025312256,-45.9833333333333,-19.2333333333333,90.0,60.0,1090,0.4,0.49,0.11
0.3829922522561059,1.4350845252893227,-47.933708833294,-19.0169688840692,12.0,0.0,880,0.22,0.63,0.15
NA,NA,-47.933708833294,-19.0169688840692,35.0,12.0,880,NA,NA,NA
0.22314355131420976,1.3862943611198906,-47.933708833294,-19.0169688840692,70.0,35.0,880,0.2,0.64,0.16
0.22314355131420976,1.3862943611198906,-47.933708833294,-19.0169688840692,120.0,70.0,880,0.2,0.64,0.16
0.287682072451781,1.4663370687934272,-47.933708833294,-19.0169688840692,220.0,120.0,880,0.2,0.65,0.15
0.43078291609245434,1.6397432619294294,-47.933708833294,-19.0169688840692,300.0,220.0,880,0.2,0.67,0.13
0.6931471805599453,2.2512917986064953,-47.8333333333333,-19.0333333333333,18.0,0.0,900,0.16,0.76,0.08
0.6931471805599453,2.423537703411708,-47.8333333333333,-19.0333333333333,35.0,18.0,900,0.14,0.79,0.07
0.9555114450274363,2.797281334830153,-47.8333333333333,-19.0333333333333,75.0,35.0,900,0.13,0.82,0.05
0.7731898882334819,2.6026896854443837,-47.8333333333333,-19.0333333333333,150.0,75.0,900,0.13,0.81,0.06
1.0296194171811583,2.785011242238338,-47.8333333333333,-19.0333333333333,280.0,150.0,900,0.14,0.81,0.05
0.2657031657330055,0.7146533857809088,-45.9166666666667,-19.3,25.0,0.0,1000,0.3,0.47,0.23
0.3364722366212129,1.4508328822574619,-45.9166666666667,-19.3,80.0,50.0,1000,0.21,0.64,0.15
-1.2992829841302609,2.056452023455137,-46.9166666666667,-18.7166666666667,20.0,0.0,1130,0.03,0.86,0.11
-1.252762968495368,2.5649493574615367,-46.9166666666667,-18.7166666666667,100.0,80.0,1130,0.02,0.91,0.07
0.7396671961948382,0.5108256237659906,-47.3333333333333,-19.0333333333333,15.0,0.0,870,0.44,0.35,0.21
0.4054651081081644,0.7156200364120039,-47.3333333333333,-19.0333333333333,60.0,30.0,870,0.33,0.45,0.22
-0.6061358035703156,2.020945334998227,-46.2333333333333,-19.0833333333333,20.0,0.0,1070,0.06,0.83,0.11
-0.2876820724517809,2.3749057545736716,-46.2333333333333,-19.0833333333333,90.0,60.0,1070,0.06,0.86,0.08
0.3908663086870118,0.6257058997644127,-46.9666666666667,-18.6333333333333,25.0,0.0,830,0.34,0.43,0.23
0.6286086594223741,1.2163953243244932,-46.9666666666667,-18.6333333333333,48.0,25.0,830,0.3,0.54,0.16
0.38566248081198456,1.2272296664902032,-46.9666666666667,-18.6333333333333,100.0,48.0,830,0.25,0.58,0.17
0.6021754023542185,0.4198538455602639,-47.25,-18.8666666666667,25.0,0.0,900,0.42,0.35,0.23
0.31845373111853476,0.5831462853456169,-47.25,-18.8666666666667,70.0,25.0,900,0.33,0.43,0.24
0.5389965007326868,1.4880770554298328,-46.45,-19.4166666666667,23.0,0.0,935,0.24,0.62,0.14
0.5705448584676129,1.5939337258981352,-46.45,-19.4166666666667,43.0,23.0,935,0.23,0.64,0.13
0.5260930958967791,1.6094379124341003,-46.45,-19.4166666666667,92.0,43.0,935,0.22,0.65,0.13
0.6505875661411494,1.6894806201076369,-46.45,-19.4166666666667,194.0,92.0,935,0.23,0.65,0.12
-0.4700036292457356,1.5314763709643886,-48.9666666666667,-19.1166666666667,25.0,0.0,1090,0.1,0.74,0.16
0.20067069546215124,2.184802057337662,-48.9666666666667,-19.1166666666667,90.0,60.0,1090,0.11,0.8,0.09
-0.2682639865946794,0.16251892949777494,-46.7666666666667,-18.4,10.0,0.0,890,0.26,0.4,0.34
-0.08701137698962969,1.8588987720656835,-46.4,-19.7,20.0,0.0,1230,0.11,0.77,0.12
-0.09531017980432477,1.971552579668651,-46.4,-19.7,40.0,20.0,1230,0.1,0.79,0.11
1.3862943611198906,2.995732273553991,-46.4,-19.7,100.0,40.0,1230,0.16,0.8,0.04
-1.9042374526547452,-0.021506205220963505,-47.1333333333333,-18.3666666666667,20.0,0.0,900,0.07,0.46,0.47
-1.6739764335716716,0.661398482245365,-47.1333333333333,-18.3666666666667,50.0,20.0,900,0.06,0.62,0.32
0.3610133455373305,0.6486954179891113,-47.8337045094479,-19.0336360244422,25.0,0.0,900,0.33,0.44,0.23
0.2318016140573242,0.7357067949787413,-47.8337045094479,-19.0336360244422,44.0,25.0,900,0.29,0.48,0.23
0,0.532804530484766,-47.8337045094479,-19.0336360244422,77.0,44.0,900,0.27,0.46,0.27
-0.3184537311185346,-0.6061358035703156,-47.8337045094479,-19.0336360244422,100.0,77.0,900,0.32,0.24,0.44
0.7691330875378674,0.7444404749474958,-46.4059890698639,-19.8226970847984,20.0,0.0,1110,0.41,0.4,0.19
0.9718605830289658,1.2527629684953678,-46.4059890698639,-19.8226970847984,40.0,20.0,1110,0.37,0.49,0.14
0.666478933477784,0.8397506547518208,-46.4059890698639,-19.8226970847984,100.0,40.0,1110,0.37,0.44,0.19
-0.09097177820572676,-1.3437347467010947,-46.4059890698639,-19.8226970847984,150.0,100.0,1110,0.42,0.12,0.46
0.7765287894989963,0.16034265007517948,-46.45,-19.4166666666667,20.0,0.0,1030,0.5,0.27,0.23
0.06899287148695142,-1.1727202608218315,-46.45,-19.4166666666667,70.0,20.0,1030,0.45,0.13,0.42
0.579818495252942,1.4718165345580525,-46.6166666666667,-19.5666666666667,20.0,0.0,983,0.25,0.61,0.14
0.6131044728864088,1.5781853689299958,-46.6166666666667,-19.5666666666667,45.0,20.0,983,0.24,0.63,0.13
0.5108256237659907,1.3862943611198906,-46.6166666666667,-19.5666666666667,130.0,45.0,983,0.25,0.6,0.15
0.47000362924573563,1.402823663071101,-46.6166666666667,-19.5666666666667,190.0,130.0,983,0.24,0.61,0.15
-2.181224235989778,-0.6931471805599453,-46.3833333333333,-19.5166666666667,15.0,0.0,1010,0.07,0.31,0.62
0.6931471805599453,-0.3513978868378886,-47.6166666666667,-19.6833333333333,6.0,0.0,1035,0.54,0.19,0.27
-0.2876820724517808,0.02739897418811456,-47.5833333333333,-19.6833333333333,35.0,0.0,1035,0.27,0.37,0.36
0.3794896217049037,1.65455834771457,-47.5833333333333,-19.6833333333333,100.0,35.0,1035,0.19,0.68,0.13
0.14660347419187544,1.133098464739279,-47.5833333333333,-19.6666666666667,15.0,0.0,1035,0.22,0.59,0.19
0.24116205681688824,1.91959284073794,-47.5833333333333,-19.6666666666667,80.0,20.0,1035,0.14,0.75,0.11
-0.08701137698962969,1.8588987720656835,-46.1333333333333,-19.6,25.0,0.0,1180,0.11,0.77,0.12
-0.48550781578170077,1.8044984950054848,-46.1333333333333,-19.6,100.0,70.0,1180,0.08,0.79,0.13
